is_covid,received,article_date,acceptance_delay,is_psych,is_mega,issn_linking,h_index,open_access,publication_delay,sjr_2024,sjr_2023,sjr_2022,sjr_2021,sjr_2020,sjr_2019,sjr_2018,sjr_2017,sjr_2016,sjr_2015,publication_types,title,journal,sjr,rank,discipline,asjc,npi_discipline,npi_field,npi_level_24,npi_level_23,npi_level_22,npi_level_21,npi_level_20,npi_level_19,npi_level_18,npi_level_17,npi_level_16,npi_level_15,is_series,established,country,keywords,apc,apc_amount
FALSE,2015-01-27,2015-05-06,63,FALSE,FALSE,1526498X,165,FALSE,36,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Journal Article,EPSPS gene amplification in glyphosate-resistant Bromus diandrus.,Pest management science,0.901,5689,life_sciences,1109,Natural Sciences and Engineering,Biosciences,1,1,1,1,1,1,1,1,1,1,FALSE,2000,England,"EPSPS, gene amplification, glyphosate resistance, inheritance",NA,NA
FALSE,2015-01-28,2015-05-26,63,FALSE,FALSE,1526498X,165,FALSE,55,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,"Journal Article, Research Support, Non-U.S. Gov't",Evidence of a target resistance to antivitamin K rodenticides in the roof rat Rattus rattus: identification and characterisation of a novel Y25F mutation in the Vkorc1 gene.,Pest management science,0.901,5689,life_sciences,1109,Natural Sciences and Engineering,Biosciences,1,1,1,1,1,1,1,1,1,1,FALSE,2000,England,"Rattus rattus, VKORC1, antivitamin K, mutation, resistance",NA,NA
FALSE,2015-03-12,2015-04-04,18,FALSE,FALSE,01650270,180,FALSE,5,Q3,Q2,Q2,Q3,Q2,Q2,Q2,Q2,Q2,Q2,"Journal Article, Research Support, Non-U.S. Gov't, Review",Models of cortical malformation--Chemical and physical.,Journal of neuroscience methods,0.726,7738,life_sciences,2800,Health Sciences,Neurology,1,1,1,1,1,1,1,1,1,1,FALSE,1979,Netherlands,"Developmental disorders, Epilepsy, Hippocampus, Model, Mouse, Neocortex, Neuronal migration, Rat",NA,NA
FALSE,2015-03-16,2015-05-06,13,FALSE,FALSE,17530407,61,TRUE,38,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q2,"Journal Article, Randomized Controlled Trial, Research Support, Non-U.S. Gov't",Prevalence of diabetes mellitus and prediabetes in the adult Romanian population: PREDATORR study.,Journal of diabetes,1.105,4110,health_sciences,2712,Health Sciences,Endocrinology,1,1,1,1,1,1,1,1,1,1,FALSE,2009,Australia,"Romania, diabetes mellitus, epidemiology, prediabetes, 流行病学, 糖尿病, 糖尿病前期, 罗马尼亚",Yes,3000 USD; 2325 GBP; 2550 EUR
FALSE,2015-01-29,2015-04-08,50,FALSE,FALSE,08937648,147,FALSE,19,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,"Journal Article, Review, Research Support, Non-U.S. Gov't",SIRT1 and Neural Cell Fate Determination.,Molecular neurobiology,1.397,2712,life_sciences,2804,Health Sciences,Neurology,1,1,1,1,1,1,1,1,1,1,FALSE,1987,United States,"Deacetylation, Differentiation, Neural stem cells, Neuron, SIRT1",NA,NA
FALSE,2015-01-20,2015-04-08,69,FALSE,FALSE,02694042,99,FALSE,9,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,"Journal Article, Research Support, Non-U.S. Gov't",Human exposure to methylmercury from crayfish (Procambarus clarkii) in China.,Environmental geochemistry and health,0.8710000000000001,5982,physical_sciences,1906,Health Sciences,Pharmacology and Toxicology,1,1,1,1,1,1,1,1,1,1,FALSE,1985,Netherlands,"Crayfish, Dietary exposure, Food safety, Methylmercury",NA,NA
FALSE,2015-02-17,2015-04-29,44,FALSE,FALSE,00099163,121,FALSE,27,Q2,Q1,Q1,Q1,Q1,Q1,Q1,Q2,Q2,Q2,"Journal Article, Research Support, Non-U.S. Gov't",Diagnostic algorithms in Charcot-Marie-Tooth neuropathies: experiences from a German genetic laboratory on the basis of 1206 index patients.,Clinical genetics,1.093,4171,health_sciences,2716,Health Sciences,Biomedicine,1,1,1,1,1,1,1,1,1,1,FALSE,1970,Denmark,"CMT disease, electrophysiological classification, genetic diagnosis, genotype-phenotype correlation",NA,NA
FALSE,2015-01-23,2015-07-01,74,FALSE,FALSE,08854513,85,FALSE,85,Q2,Q2,Q3,Q3,Q2,Q2,Q2,Q2,Q2,Q2,Journal Article,Isolation and characterization of a new [FeFe]-hydrogenase from Clostridium perfringens.,Biotechnology and applied biochemistry,0.738,7562,physical_sciences,1508,Health Sciences,Biomedicine,1,1,1,1,1,1,1,1,1,1,FALSE,1986,United States,"Clostridium perfringens, H-cluster, [FeFe]-hydrogenases, bio-hydrogen, iron-sulfur centers, recombinant expression",NA,NA
FALSE,2015-02-03,2015-04-08,54,FALSE,FALSE,00211265,46,FALSE,10,Q2,Q2,Q3,Q3,Q3,Q3,Q3,Q3,Q3,Q3,Journal Article,Identifying palliative care issues in inpatients dying following stroke.,Irish journal of medical science,0.543,10718,health_sciences,2700,Health Sciences,General Medicine,1,1,1,1,1,1,1,1,1,1,FALSE,1922,Ireland,"End-of-life care, General palliative care, Specialist palliative care, Stroke",NA,NA
FALSE,2015-01-16,2015-06-04,68,FALSE,FALSE,10156305,154,TRUE,71,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,"Journal Article, Research Support, Non-U.S. Gov't",Sporadic Creutzfeldt-Jakob Disease MM1+2C and MM1 are Identical in Transmission Properties.,"Brain pathology (Zurich, Switzerland)",1.958,1498,health_sciences,2728,Health Sciences,Neurology,1,1,1,1,1,1,1,1,1,1,FALSE,1990,Switzerland,"Creutzfeldt-Jakob disease, prion",Yes,4080 USD; 3260 GBP; 3700 EUR
FALSE,2015-01-20,2015-04-07,42,FALSE,FALSE,01486071,119,FALSE,35,Q2,Q1,Q1,Q2,Q2,Q1,Q1,Q1,Q1,Q1,"Journal Article, Observational Study",Environmental Risk Factors for Developing Catheter-Related Bloodstream Infection in Home Parenteral Nutrition Patients: A 6-Year Follow-up Study.,JPEN. Journal of parenteral and enteral nutrition,0.8760000000000001,5934,health_sciences,2916,Health Sciences,Nutrition,1,1,1,1,1,1,1,1,1,1,FALSE,1977,United States,"Hickman catheter, catheter-related bloodstream infection, catheter-related sepsis, central venous catheters, environmental risk factors, home parenteral nutrition, intestinal failure, peripherally inserted venous catheter",NA,NA
FALSE,2015-02-17,2015-04-09,27,FALSE,FALSE,11209879,37,FALSE,24,Q2,Q2,Q2,Q2,Q2,Q3,Q2,Q2,Q3,Q3,"Journal Article, Review",Issues in the Diagnosis and Treatment of Primary Aldosteronism.,High blood pressure & cardiovascular prevention : the official journal of the Italian Society of Hypertension,0.893,5763,health_sciences,2705,Health Sciences,Cardiovascular and Respiratory Systems,1,1,1,1,1,1,1,1,1,1,FALSE,1992,New Zealand,"Adrenal vein sampling, Aldosterone-producing adenoma, Primary aldosteronism, Secondary hypertension",NA,NA
FALSE,2015-01-29,2015-04-08,20,FALSE,FALSE,0260437X,106,FALSE,49,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q2,"Journal Article, Research Support, Non-U.S. Gov't",Impaired aquaporins expression in the gastrointestinal tract of rat after mercury exposure.,Journal of applied toxicology : JAT,0.745,7468,life_sciences,3005,Health Sciences,Pharmacology and Toxicology,1,1,1,1,1,1,1,1,1,1,FALSE,1981,England,"aquaporins, colon, inorganic mercury, methylmercury, small intestine, stomach, water channels",NA,NA
FALSE,2015-01-16,2015-04-08,61,FALSE,FALSE,17598478,90,FALSE,21,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,"Case Reports, Journal Article",Pipeline embolization for definitive endoluminal reconstruction of blister-type carotid aneurysms after clip wrapping.,Journal of neurointerventional surgery,1.6340000000000001,2067,health_sciences,2728,Health Sciences,Neurology,1,1,1,1,1,1,NA,NA,NA,NA,FALSE,2009,England,"Aneurysm, Angiography, Artery, Brain, Stent",NA,NA
FALSE,2015-02-10,2015-04-08,44,FALSE,FALSE,17598478,90,FALSE,13,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Journal Article,Venous sinus stenting for idiopathic intracranial hypertension is not associated with cortical venous occlusion.,Journal of neurointerventional surgery,1.6340000000000001,2067,health_sciences,2728,Health Sciences,Neurology,1,1,1,1,1,1,NA,NA,NA,NA,FALSE,2009,England,"Blood Flow, Hydrocephalus, Intracranial Pressure, Stenosis, Stent",NA,NA
FALSE,2015-01-13,2015-04-08,14,FALSE,FALSE,14574969,59,FALSE,71,Q1,Q1,Q1,Q2,Q2,Q2,Q2,Q2,Q2,Q2,"Comparative Study, Journal Article",Transaortic Transcatheter Aortic Valve Implantation as a Second Choice over the Transapical Access.,Scandinavian journal of surgery : SJS : official organ for the Finnish Surgical Society and the Scandinavian Surgical Society,0.8150000000000001,6605,health_sciences,2746,Health Sciences,Surgical Sciences,1,1,1,1,1,1,1,1,1,1,FALSE,2002,England,"Heart diseases, aortic valve stenosis, cardiac valve prosthesis, heart surgical procedure, minimally invasive surgical procedures, transcatheter aortic valve implantation",NA,NA
FALSE,2015-01-29,2015-04-08,62,FALSE,FALSE,14622203,132,FALSE,7,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,"Comparative Study, Journal Article, Research Support, N.I.H., Extramural","The Psychometric Performance of the PROMIS Smoking Assessment Toolkit: Comparisons of Real-Data Computer Adaptive Tests, Short Forms, and Mode of Administration.",Nicotine & tobacco research : official journal of the Society for Research on Nicotine and Tobacco,1.517,2340,health_sciences,2739,Health Sciences,"Public, Environmental and Occupational Health",1,1,1,1,1,1,1,1,1,1,FALSE,1999,England,NA,NA,NA
FALSE,2015-01-13,2015-04-09,82,FALSE,FALSE,18684297,32,FALSE,4,Q1,Q1,Q1,Q1,Q3,Q3,Q3,Q3,Q3,Q3,"Case Reports, Journal Article",Acute compartment syndrome occurring in forearm with relatively small amount of hematoma following transradial coronary intervention.,Cardiovascular intervention and therapeutics,0.8340000000000001,6374,health_sciences,2705,Health Sciences,Cardiovascular and Respiratory Systems,1,1,1,1,1,NA,NA,NA,NA,NA,FALSE,2009,Japan,"Complications of interventional procedures, Hematoma, Transradial intervention (TRI)",NA,NA
FALSE,2015-01-06,2015-04-08,72,FALSE,FALSE,00223050,244,FALSE,20,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,"Journal Article, Research Support, Non-U.S. Gov't","A second chance--reoperation in patients with failed surgery for intractable epilepsy: long-term outcome, neuropsychology and complications.","Journal of neurology, neurosurgery, and psychiatry",3.3789999999999996,576,health_sciences,2738,Health Sciences,Neurology,2,2,2,2,2,2,2,2,2,2,FALSE,1944,England,"EPILEPSY, SURGERY",NA,NA
FALSE,2015-01-14,2015-04-08,62,FALSE,FALSE,01486071,119,FALSE,22,Q2,Q1,Q1,Q2,Q2,Q1,Q1,Q1,Q1,Q1,Journal Article,Pretreatment and Treatment With L-Arginine Attenuate Weight Loss and Bacterial Translocation in Dextran Sulfate Sodium Colitis.,JPEN. Journal of parenteral and enteral nutrition,0.8760000000000001,5934,health_sciences,2916,Health Sciences,Nutrition,1,1,1,1,1,1,1,1,1,1,FALSE,1977,United States,"arginine, bacterial translocation, colitis, inflammatory bowel diseases, intestinal mucosa",NA,NA
FALSE,2015-02-11,2015-04-07,22,FALSE,FALSE,10995129,137,FALSE,33,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,"Journal Article, Observational Study",Comparison of the new risk prediction model (HCM Risk-SCD) and classic risk factors for sudden death in patients with hypertrophic cardiomyopathy and defibrillator.,"Europace : European pacing, arrhythmias, and cardiac electrophysiology : journal of the working groups on cardiac pacing, arrhythmias, and cardiac cellular electrophysiology of the European Society of Cardiology",3.057,685,health_sciences,2737,Health Sciences,Cardiovascular and Respiratory Systems,2,2,1,1,1,1,1,1,1,1,FALSE,1999,England,"Defibrillator, Hypertrophic cardiomyopathy, Sudden death",NA,NA
FALSE,2015-01-20,2015-04-08,46,FALSE,FALSE,09310509,203,FALSE,32,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Journal Article,Beat it early: putative renoprotective haemodynamic effects of oral hypoglycaemic agents.,"Nephrology, dialysis, transplantation : official publication of the European Dialysis and Transplant Association - European Renal Association",1.6800000000000002,1963,health_sciences,2747,Health Sciences,Nephrology,1,1,1,1,1,1,1,1,1,1,FALSE,1986,England,"DPP-4 inhibitor, GLP-1 receptor agonists, SGLT-2 inhibitor, diabetic kidney disease, renoprotection",NA,NA
FALSE,2015-01-11,2015-05-08,78,FALSE,FALSE,09056947,133,FALSE,39,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,"Journal Article, Research Support, Non-U.S. Gov't",Chloroanisoles may explain mold odor and represent a major indoor environment problem in Sweden.,Indoor air,1.077,4261,health_sciences,2739,Natural Sciences and Engineering,Construction Engineering,1,1,1,1,1,1,1,1,1,1,FALSE,1991,England,"Allergy, Asthma, Building-related illness, Olfaction, Psychology, Sick building syndrome",NA,NA
FALSE,2015-01-22,2015-04-08,34,FALSE,FALSE,0260437X,106,FALSE,42,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q2,"Journal Article, Research Support, Non-U.S. Gov't",Particulate matter phagocytosis induces tissue factor in differentiating macrophages.,Journal of applied toxicology : JAT,0.745,7468,life_sciences,3005,Health Sciences,Pharmacology and Toxicology,1,1,1,1,1,1,1,1,1,1,FALSE,1981,England,"coagulation, inflammation, lung, macrophage, monocyte, particulate matter, phagocytosis, tissue factor",NA,NA
FALSE,2015-02-02,2015-04-10,59,FALSE,FALSE,02694042,99,FALSE,8,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,"Journal Article, Research Support, Non-U.S. Gov't","Ambient air particulates and particulate-bound mercury Hg(p) concentrations: dry deposition study over a Traffic, Airport, Park (T.A.P.) areas during years of 2011-2012.",Environmental geochemistry and health,0.8710000000000001,5982,physical_sciences,1906,Health Sciences,Pharmacology and Toxicology,1,1,1,1,1,1,1,1,1,1,FALSE,1985,Netherlands,"Dry deposition, Model, Particles, Particulate-bound mercury Hg(p), TSP",NA,NA
FALSE,2015-03-15,2015-04-10,21,FALSE,FALSE,09374477,94,FALSE,5,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q2,Q1,Q2,Journal Article,Bioelectrical impedance phase angle and subjective global assessment in detecting malnutrition among newly diagnosed head and neck cancer patients.,European archives of oto-rhino-laryngology : official journal of the European Federation of Oto-Rhino-Laryngological Societies (EUFOS) : affiliated with the German Society for Oto-Rhino-Laryngology - Head and Neck Surgery,0.7869999999999999,6931,health_sciences,2733,Health Sciences,Otorhinolaryngology,1,1,1,1,1,1,1,1,1,1,FALSE,1990,Germany,"Bioelectrical impedance analysis, Head and neck cancer, Phase angle, Subjective global assessment",NA,NA
FALSE,2015-01-02,2015-04-11,77,FALSE,FALSE,09441344,212,FALSE,22,Q1,Q1,Q1,Q1,Q2,Q2,Q1,Q2,Q1,Q1,Journal Article,Thermodynamic analysis of fatty acid harvesting by novel carbon-based adsorbent.,Environmental science and pollution research international,1.004,4796,physical_sciences,2307,Natural Sciences and Engineering,Geosciences,1,1,1,1,1,1,1,1,1,1,FALSE,1994,Germany,"Adsorption, Equilibrium, Expanded graphite, Fatty acids, Kinetics, Thermodynamic analysis",NA,NA
FALSE,2015-01-11,2015-04-10,65,FALSE,FALSE,0033183X,94,FALSE,24,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,"Journal Article, Research Support, Non-U.S. Gov't",Cytomixis in the cereal (Gramineae) microsporogenesis.,Protoplasma,0.703,8064,life_sciences,1307,Natural Sciences and Engineering,Biosciences,1,1,1,1,1,1,1,1,1,1,FALSE,1927,Austria,"Cytomixis, Microspore mother cells, Microsporogenesis, Secale, Triticum",NA,NA
FALSE,2015-02-23,2015-04-10,32,FALSE,FALSE,1355008X,107,FALSE,14,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q2,"Case Reports, Journal Article",Trimodal (18)F-DOPA PET/CT/MR fusion imaging for optimal restaging of head and neck paragangliomas in a SDHD mutation carrier.,Endocrine,0.971,5065,life_sciences,1310,Health Sciences,Endocrinology,1,1,1,1,1,1,1,1,1,1,FALSE,1994,United States,NA,NA,NA
FALSE,2015-02-12,2015-04-10,42,FALSE,FALSE,18636705,50,FALSE,15,Q2,Q2,Q2,Q2,Q3,Q2,Q2,Q2,Q2,Q2,"Case Reports, Journal Article",The impact of covering the bulla with an absorbable polyglycolic acid (PGA) sheet during pneumothorax surgery.,General thoracic and cardiovascular surgery,0.42300000000000004,13280,health_sciences,2705,Health Sciences,Surgical Sciences,1,1,0,0,0,0,0,NA,NA,NA,FALSE,2007,Japan,"Bulla, PGA sheet, Pneumothorax",NA,NA
FALSE,2015-02-14,2015-04-07,41,FALSE,FALSE,00489697,399,FALSE,11,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,"Journal Article, Research Support, Non-U.S. Gov't","Flooding modifies the genotoxic effects of pollution on a worm, a mussel and two fish species from the Sava River.",The Science of the total environment,2.137,1271,physical_sciences,2310,Natural Sciences and Engineering,Geosciences,2,2,2,2,2,2,2,2,2,2,FALSE,1972,Netherlands,"Abramis sp., Branchiura sowerbyi, Comet assay, Floods, Genotoxicity, Unio tumidus",NA,NA
FALSE,2015-02-03,2015-04-11,51,FALSE,FALSE,09405429,90,FALSE,16,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,"Journal Article, Research Support, N.I.H., Extramural",Pathophysiologic changes in IA-2/IA-2β null mice are secondary to alterations in the secretion of hormones and neurotransmitters.,Acta diabetologica,1.07,4315,life_sciences,1310,Health Sciences,Endocrinology,1,1,1,1,1,1,1,1,1,1,FALSE,1991,Germany,"Autoantigen, Behavior and learning, Circadian rhythm, Dense-core vesicles (DCV), Female infertility, Glucose intolerance, Type 1 diabetes (T1D)",NA,NA
FALSE,2015-01-27,2015-04-07,11,FALSE,FALSE,11301473,26,FALSE,59,Q3,Q3,Q3,Q3,Q3,Q3,Q3,Q3,Q3,Q3,"English Abstract, Journal Article, Review",[Arachnoid cysts of the central nervous system. Algorithms and recommendations for management].,"Neurocirugia (Asturias, Spain)",0.28600000000000003,17101,health_sciences,2728,Health Sciences,Neurology,1,1,1,1,1,1,1,1,1,1,FALSE,1989,Spain,"Arachnoid cysts, Derivación de líquido céfalo-raquídeo, Neuroendoscopia, Neuroendoscopy, Quistes aracnoideos, Shunt diversion",NA,NA
FALSE,2015-01-08,2015-04-11,82,FALSE,FALSE,09302794,178,FALSE,11,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,"Journal Article, Research Support, Non-U.S. Gov't",Endocuff-assisted colonoscopy increases polyp detection rate: a simulated randomized study involving an anatomic colorectal model and 32 international endoscopists.,Surgical endoscopy,1.023,4647,health_sciences,2746,Health Sciences,Surgical Sciences,2,2,2,2,2,2,2,2,2,2,FALSE,1987,Germany,"Colorectal cancer, General endoscopy, Training endoscopy",NA,NA
FALSE,2015-01-20,2015-04-07,36,FALSE,FALSE,0213005X,49,FALSE,41,Q3,Q3,Q3,Q4,Q3,Q3,Q3,Q3,Q3,Q3,"Case Reports, Journal Article",[Pulmonary mass in a patient with human immunodeficiency virus infection].,Enfermedades infecciosas y microbiologia clinica,0.33699999999999997,15498,health_sciences,2725,Health Sciences,Infectious Diseases,1,1,1,1,1,1,1,1,1,1,FALSE,1984,Spain,NA,NA,NA
FALSE,2015-03-04,2015-04-11,14,FALSE,FALSE,0931041X,128,FALSE,24,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,"Case Reports, Journal Article",An infant with nephrolithiasis and renal failure: Questions.,"Pediatric nephrology (Berlin, Germany)",0.8700000000000001,6005,health_sciences,2727,Health Sciences,Nephrology,1,1,1,1,1,1,1,1,1,1,FALSE,1981,Germany,"Infant, Lithiasis, Renal failure",NA,NA
FALSE,2015-03-04,2015-04-11,14,FALSE,FALSE,0931041X,128,FALSE,24,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,"Journal Article, Comment",An infant with nephrolithiasis and renal failure: Answers.,"Pediatric nephrology (Berlin, Germany)",0.8700000000000001,6005,health_sciences,2727,Health Sciences,Nephrology,1,1,1,1,1,1,1,1,1,1,FALSE,1981,Germany,"2,8-Dihydroxyadenine crystals, Adenine phosphoribosyltransferase deficiency, Autosomal recessive metabolic disease, Chronic kidney disease, Xanthine dehydrogenase inhibitor allopurinol",NA,NA
FALSE,2015-02-26,2015-04-11,35,FALSE,FALSE,13406868,67,FALSE,9,Q1,Q1,Q1,Q1,Q1,Q1,Q2,Q2,Q2,Q2,"Journal Article, Research Support, Non-U.S. Gov't, Review","Molecular epidemiology, and possible real-world applications in breast cancer.","Breast cancer (Tokyo, Japan)",0.9540000000000001,5226,health_sciences,2736,Health Sciences,Oncology,1,1,1,1,1,1,1,1,1,NA,FALSE,1994,Japan,"Breast cancer, Cancer, GWAS, Genome-wide association study, Molecular epidemiology",NA,NA
FALSE,2015-03-03,2015-04-11,31,FALSE,FALSE,09374477,94,FALSE,8,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q2,Q1,Q2,Journal Article,"The effect of partial superficial parotidectomy on amplitude, latency and threshold of facial nerve stimulation.",European archives of oto-rhino-laryngology : official journal of the European Federation of Oto-Rhino-Laryngological Societies (EUFOS) : affiliated with the German Society for Oto-Rhino-Laryngology - Head and Neck Surgery,0.7869999999999999,6931,health_sciences,2733,Health Sciences,Otorhinolaryngology,1,1,1,1,1,1,1,1,1,1,FALSE,1990,Germany,"Electrophysiology, Facial nerve, Parotidectomy",NA,NA
FALSE,2015-01-26,2015-04-07,60,FALSE,FALSE,03022838,274,FALSE,11,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,"Comparative Study, Journal Article, Randomized Controlled Trial",A Randomized Controlled Trial To Assess and Compare the Outcomes of Two-core Prostate Biopsy Guided by Fused Magnetic Resonance and Transrectal Ultrasound Images and Traditional 12-core Systematic Biopsy.,European urology,8.529,113,health_sciences,2748,Health Sciences,Surgical Sciences,2,2,2,2,2,2,2,2,2,2,FALSE,1975,Switzerland,"Image-guided biopsy, Magnetic resonance imaging, Prostate cancer, Systematic random biopsy, Targeted biopsy, Ultrasonography",NA,NA
FALSE,2015-01-09,2015-03-03,46,FALSE,FALSE,15507289,113,FALSE,7,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Journal Article,Sleeve gastrectomy improves obstructive sleep apnea syndrome (OSAS): 5 year longitudinal study.,Surgery for obesity and related diseases : official journal of the American Society for Bariatric Surgery,1.266,3229,health_sciences,2746,Health Sciences,Surgical Sciences,1,1,1,1,1,1,1,1,1,1,FALSE,NA,United States,"Bariatric surgery, ENT, OSAS, Polysomnography, Sleeve gastrectomy",NA,NA
FALSE,2015-02-18,2015-04-11,42,FALSE,FALSE,03643190,137,FALSE,10,Q1,Q1,Q1,Q2,Q1,Q1,Q1,Q1,Q1,Q1,"Journal Article, Review","Uptake, Metabolic Effects and Toxicity of Arsenate and Arsenite in Astrocytes.",Neurochemical research,1.103,4120,life_sciences,2804,Health Sciences,Neurology,1,1,1,1,1,1,1,1,1,1,FALSE,1976,United States,"Arsenic, GSH, Glycolysis, Metabolism, Toxicity",NA,NA
FALSE,2015-01-20,2015-04-11,42,FALSE,FALSE,09486704,49,FALSE,39,Q3,Q3,Q3,Q3,Q3,Q3,Q3,Q2,Q3,Q3,Journal Article,Prediction of future falls in a community dwelling older adult population using instrumented balance and gait analysis.,Zeitschrift fur Gerontologie und Geriatrie,0.34099999999999997,15404,health_sciences,2717,Health Sciences,Geriatrics,1,1,1,1,1,1,1,1,1,1,FALSE,1995,Germany,"Accidental falls, Gait, Geriatric assessment, Postural balance, Prognosis",NA,NA
FALSE,2015-01-29,2015-04-11,56,FALSE,FALSE,14363291,106,FALSE,16,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,"Clinical Trial, Phase III, Journal Article, Multicenter Study, Randomized Controlled Trial, Research Support, Non-U.S. Gov't","Osteopontin, E-cadherin, and β-catenin expression as prognostic biomarkers in patients with radically resected gastric cancer.",Gastric cancer : official journal of the International Gastric Cancer Association and the Japanese Gastric Cancer Association,2.489,965,life_sciences,1306,Health Sciences,Oncology,1,1,1,1,1,1,1,1,1,1,FALSE,1998,Japan,"Adjuvant chemotherapy, Biomarker, Gastric cancer, Osteopontin, Prognosis",NA,NA
FALSE,2015-01-27,2015-04-08,64,FALSE,FALSE,03064522,254,FALSE,7,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q1,Q1,Q2,"Journal Article, Research Support, Non-U.S. Gov't, Review",Astrocytes: Orchestrating synaptic plasticity?,Neuroscience,1.008,4767,life_sciences,2800,Health Sciences,Neurology,1,1,1,1,1,1,1,1,1,1,FALSE,1976,United States,"astrocyte, gliotransmission, synaptic plasticity",NA,NA
FALSE,2015-01-26,2015-04-07,36,FALSE,FALSE,08921997,114,FALSE,35,Q2,Q1,Q2,Q2,Q1,Q1,Q1,Q1,Q1,Q1,Journal Article,Hyperfunctional Voice Disorder in Children With Attention Deficit Hyperactivity Disorder (ADHD). A Phenotypic Characteristic?,Journal of voice : official journal of the Voice Foundation,0.5730000000000001,10147,health_sciences,2912,Health Sciences,Otorhinolaryngology,1,1,1,1,1,1,1,1,1,1,FALSE,1987,United States,"ADHD, Glottal resistance, Hyperfunctional vocal behavior, Subglottal pressure, Transglottal air flow, Vocal fold nodules",NA,NA
FALSE,2015-01-07,2015-04-11,90,FALSE,FALSE,09406719,173,FALSE,4,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Journal Article,Novel posterior technique to temporize life-threatening hemorrhage after great vessel laceration during posterior osteotomy.,"European spine journal : official publication of the European Spine Society, the European Spinal Deformity Society, and the European Section of the Cervical Spine Research Society",1.076,4271,health_sciences,2732,Health Sciences,Neurology,1,1,1,1,1,1,1,1,1,1,FALSE,1992,Germany,"Digital occlusion, Intraoperative aortic laceration, Intraoperative great vessel injury, Intraoperative inferior vena cava laceration, Pedicle subtraction osteotomy",NA,NA
FALSE,2015-02-05,2015-04-10,46,FALSE,FALSE,17598478,90,FALSE,18,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Journal Article,"Three-dimensional printing of anatomically accurate, patient specific intracranial aneurysm models.",Journal of neurointerventional surgery,1.6340000000000001,2067,health_sciences,2728,Health Sciences,Neurology,1,1,1,1,1,1,NA,NA,NA,NA,FALSE,2009,England,"Aneurysm, MRI",NA,NA
FALSE,2015-02-12,2015-04-08,49,FALSE,FALSE,01650270,180,FALSE,6,Q3,Q2,Q2,Q3,Q2,Q2,Q2,Q2,Q2,Q2,"Journal Article, Research Support, Non-U.S. Gov't",A brain slice experimental model to study the generation and the propagation of focally-induced epileptiform activity.,Journal of neuroscience methods,0.726,7738,life_sciences,2800,Health Sciences,Neurology,1,1,1,1,1,1,1,1,1,1,FALSE,1979,Netherlands,"Astrocytes, Focal seizures, GABAergic interneurons, Temporal cortex",NA,NA
